artist,title,title_index,release_year,hp,bill_year,bill_ranking,era,popularity,loudness,tempo,time,modality,danceability,energy,speechiness,instrumentalness,liveness,valence,genre
Bryan Adams,Summer of '69,20,1990,43,2014,197,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Bryan Adams,Summer of '69,20,1990,43,2015,147,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Bryan Adams,Summer of '69,20,1990,43,2016,150,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Bryan Adams,Summer of '69,20,1990,43,2017,145,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Bryan Adams,Summer of '69,20,1990,43,2018,148,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Bryan Adams,Summer of '69,20,1990,43,2019,134,90s,81,-6.205,139.131,4,1,0.508,0.834,0.0386,0,0.0732,0.774,rock
Linkin Park,In the end,21,2001,40,2012,1100,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2013,612,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2014,189,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2015,144,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2016,157,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2017,40,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2018,47,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Linkin Park,In the end,21,2001,40,2019,52,2000s,83,-5.87,105.143,4,0,0.556,0.864,0.0584,0,0.209,0.4,other
Eminem,Without Me,22,2002,837,2016,1717,2000s,82,-2.827,112.238,4,1,0.908,0.669,0.0738,0,0.237,0.662,other
Eminem,Without Me,22,2002,837,2017,1445,2000s,82,-2.827,112.238,4,1,0.908,0.669,0.0738,0,0.237,0.662,other
Eminem,Without Me,22,2002,837,2018,837,2000s,82,-2.827,112.238,4,1,0.908,0.669,0.0738,0,0.237,0.662,other
Eminem,Without Me,22,2002,837,2019,933,2000s,82,-2.827,112.238,4,1,0.908,0.669,0.0738,0,0.237,0.662,other
"Cranberries, The ",Zombie,23,1994,123,2006,1040,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2007,245,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2008,944,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2009,308,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2010,285,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2011,223,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2012,241,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2013,246,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2014,264,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2015,248,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2016,222,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2017,202,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2018,129,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
"Cranberries, The ",Zombie,23,1994,123,2019,123,90s,80,-8.957,166.978,4,1,0.307,0.635,0.0339,0.00486,0.366,0.305,other
Coolio,Gangsta's paradise,24,1995,845,2014,1467,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Coolio,Gangsta's paradise,24,1995,845,2015,1121,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Coolio,Gangsta's paradise,24,1995,845,2016,1302,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Coolio,Gangsta's paradise,24,1995,845,2017,1281,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Coolio,Gangsta's paradise,24,1995,845,2018,845,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Coolio,Gangsta's paradise,24,1995,845,2019,963,90s,80,-10.05,79.974,4,1,0.647,0.514,0.0593,0,0.398,0.387,other
Eminem,The Real Slim Shady,25,2000,949,2016,1745,90s,79,-4.244,104.504,4,0,0.949,0.661,0.0572,0,0.0454,0.76,other
Eminem,The Real Slim Shady,25,2000,949,2017,1668,90s,79,-4.244,104.504,4,0,0.949,0.661,0.0572,0,0.0454,0.76,other
Eminem,The Real Slim Shady,25,2000,949,2018,949,90s,79,-4.244,104.504,4,0,0.949,0.661,0.0572,0,0.0454,0.76,other
Eminem,The Real Slim Shady,25,2000,949,2019,1039,90s,79,-4.244,104.504,4,0,0.949,0.661,0.0572,0,0.0454,0.76,other
Coldplay,Yellow,26,2000,111,2011,190,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2012,176,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2013,154,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2014,195,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2015,158,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2016,111,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2017,126,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2018,116,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
Coldplay,Yellow,26,2000,111,2019,129,90s,81,-7.227,173.365,4,1,0.429,0.661,0.0281,0.00013,0.234,0.285,pop
blink-182,All the Small Things,27,1999,1107,2015,1259,90s,79,-4.918,148.726,4,1,0.434,0.897,0.0488,0,0.612,0.684,pop
blink-182,All the Small Things,27,1999,1107,2016,1107,90s,79,-4.918,148.726,4,1,0.434,0.897,0.0488,0,0.612,0.684,pop
blink-182,All the Small Things,27,1999,1107,2017,1383,90s,79,-4.918,148.726,4,1,0.434,0.897,0.0488,0,0.612,0.684,pop
blink-182,All the Small Things,27,1999,1107,2018,1253,90s,79,-4.918,148.726,4,1,0.434,0.897,0.0488,0,0.612,0.684,pop
blink-182,All the Small Things,27,1999,1107,2019,1398,90s,79,-4.918,148.726,4,1,0.434,0.897,0.0488,0,0.612,0.684,pop
Backstreet Boys,I Want It That Way,28,1999,842,2009,1569,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2010,1977,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2011,1543,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2012,1645,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2013,1074,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2014,1234,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2015,842,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2016,1094,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2017,1074,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2018,901,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Backstreet Boys,I Want It That Way,28,1999,842,2019,1014,90s,77,-5.642,99.031,4,0,0.689,0.702,0.0261,0,0.159,0.484,pop
Whitney Houston,I will always love you,29,1992,131,1999,131,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2000,405,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2001,476,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2002,551,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2003,537,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2004,463,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2005,636,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2006,513,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2007,483,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2008,505,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2009,505,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2010,534,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2011,687,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2012,401,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2013,433,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2014,446,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2015,381,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2016,453,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2017,484,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2018,447,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Whitney Houston,I will always love you,29,1992,131,2019,617,90s,76,-12.518,66.98,4,1,0.306,0.214,0.0356,5.30E-06,0.0839,0.108,pop
Michael Jackson,Billie Jean,30,1983,27,1999,173,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2000,422,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2001,310,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2002,313,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2003,315,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2004,222,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2005,239,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2006,260,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2007,370,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2008,266,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2009,27,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2010,64,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2011,96,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2012,83,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2013,132,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2014,128,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2015,126,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2016,123,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2017,113,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2018,82,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Michael Jackson,Billie Jean,30,1983,27,2019,130,oldies,81,-3.051,117.046,4,0,0.92,0.654,0.0401,0.0158,0.0359,0.847,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,1999,872,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2000,1263,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2001,1723,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2012,1412,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2013,1973,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2014,1883,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2015,1586,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2016,1446,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2017,1555,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2018,946,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),31,1987,872,2019,1003,oldies,80,-8.824,118.814,4,1,0.709,0.824,0.0453,0.000307,0.0888,0.867,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,1999,1318,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2000,1300,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2001,1689,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2002,1326,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2003,1562,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2004,1205,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2005,1314,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2006,1301,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2007,1901,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2008,1440,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2009,1837,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2010,1776,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2013,1913,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2014,1767,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Katrina & the Waves,Walking on sunshine,32,1985,1205,2015,1831,oldies,78,-11.97,109.902,4,1,0.596,0.869,0.037,0.173,0.0678,0.944,pop
Foster the People,Pumped Up Kicks,33,2011,1141,2015,1665,2000s,83,-5.849,127.975,4,0,0.733,0.71,0.0292,0.115,0.0956,0.965,rock
Foster the People,Pumped Up Kicks,33,2011,1141,2016,1680,2000s,83,-5.849,127.975,4,0,0.733,0.71,0.0292,0.115,0.0956,0.965,rock
Foster the People,Pumped Up Kicks,33,2011,1141,2017,1442,2000s,83,-5.849,127.975,4,0,0.733,0.71,0.0292,0.115,0.0956,0.965,rock
Foster the People,Pumped Up Kicks,33,2011,1141,2018,1141,2000s,83,-5.849,127.975,4,0,0.733,0.71,0.0292,0.115,0.0956,0.965,rock
Foster the People,Pumped Up Kicks,33,2011,1141,2019,1388,2000s,83,-5.849,127.975,4,0,0.733,0.71,0.0292,0.115,0.0956,0.965,rock
